product-id,upc,JDASKUNumber,online-flag,display-name,brandcustom,product-category-1,product-category-2,product-category-3,MSRP,long-description,parent-id,product-image,product-alt-image,product-alt-swatch,videoLink,gepr,JDABrandID,color,size,directions,featuresAndBenefits,ingredients,merchandisingCategory,salonhq-available,manufacturer-name,manufacturer-sku,available-flag,searchable-flag,page-title,page-keywords,quantityLimit,taxGroup,vendorCode,voc,refinementColor,refinementType,refinementBenefit,videoImage
USA-019000,9531131993,2015446,TRUE,Clean Beauty Anti-Frizz Shampoo,John Paul Mitchell Systems,Hair Care,Clean At CosmoProf,,5050,"""Introducing Paul Mitchell's Clean Beauty - clean, effective, good-for-you ingredients that are gentle on the hair, scalp and environment. With organic botanical extracts and innovative bio-based plastic, Paul Mitchell Clean Beauty offers natural solutions that are good for salons, clients and the planet.    Anti-Frizz Shampoo 79% natural origin. Enriched with almond oil and hyaluronic acid to smooth the surface of the hair cuticle and help calm frizz for silkier, more manageable strands. UPC:009531131993""",USA-M-570369,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/019000.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/019000.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/019000_s.png,,NONE,642,,1_Liter,"<ol>  	<li>Apply a small amount.</li>  	<li>Massage.</li>  	<li>Rinse.</li>  	<li>For best results, follow with Clean Beauty Anti-Frizz Conditioner + Leave-In Treatment.</li>  </ol>","<ul>  	<li>Good for frizz-prone hair.</li>  	<li>Bio-Based packaging 90% derived from Brazilian sugarcane.</li>  	<li>Carbon-negative packaging 100% clean energy.</li>  	<li>Vegan</li>  	<li>Ethically and sustainably harvested organic botanicals.</li>  	<li>100% recyclable packaging.</li>  	<li>Minimize printed materials and external packaging.</li>  </ul>","Aqua (Water, Eau), Sodium C14-16 Olefin Sulfonate, Sodium Cocoamphoacetate, Laureth-5 Carboxylic Acid, PEG-18 Glyceryl Oleate/Cocoate, Verbascum Densiflorum Flower/Stem Extract, Helichrysum Italicum Extract, Cota Tinctoria Flower/Leaf/Stem Extract, Linum Usitatissimum (Linseed) Seed Extract, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Almond Oil Glycereth-8 Esters, Peach Kernel Oil Glycereth-8 Esters, Lactic Acid, Ethoxydiglycol, PEG-40 Hydrogenated Castor Oil, Caprylyl Glycol, Amodimethicone, Glycerin, Citric Acid, Polyquaternium-10, C11-15 Pareth-7, Laureth-9, PEG-120 Methyl Glucose Dioleate, Trideceth-12, Trideceth-8, Disodium EDTA, Polysorbate 20, Sodium Gluceptate, Phenoxyethanol, Salicylic Acid, Phenethyl Alcohol, Sodium Benzoate, Sorbic Acid, Parfum (Fragrance), Benzyl Alcohol.",B,TRUE,JOHN PAUL MITCHELL SYSTEMS-JDA US,CTS-999,TRUE,TRUE,Clean Beauty Anti-Frizz Shampoo - John Paul Mitchell Systems | CosmoProf,,,RETL,570,UNA/.0,,Shampoo,"Cruelty Free,Sulfate Free,Paraben Free,Vegan",
USA-018992,9531132013,2015436,TRUE,Clean Beauty Anti-Frizz Conditioner,John Paul Mitchell Systems,Hair Care,Clean At CosmoProf,,2850,"""Introducing Paul Mitchell's Clean Beauty - clean, effective, good-for-you ingredients that are gentle on the hair, scalp and environment. With organic botanical extracts and innovative bio-based plastic, Paul Mitchell Clean Beauty offers natural solutions that are good for salons, clients and the planet.    Anti-Frizz Conditioner 89% natural origin. Enriched with almond oil and hyaluronic acid, this ultra-rich formula helps to soften and tame rebellious hair. Hair feels silky and more manageable with every use. UPC:009531132013""",USA-M-570368,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018992.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018992.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/019015_s.png,,NONE,642,,8.5_fl_oz,,-Good for frizz-prone hair<br> -Bio-Based packaging 90% derived from Brazilian sugarcane<br> -Carbon-negative packaging 100% clean energy<br> -Vegan Ethically and sustainably harvested organic botanicals<br> -100% recyclable packaging -Minimize printed materials and exteneral packaging,,C,TRUE,JOHN PAUL MITCHELL SYSTEMS-JDA US,CTC-250,TRUE,TRUE,Clean Beauty Anti-Frizz Conditioner - John Paul Mitchell Systems | CosmoProf,,,RETL,570,UNA/.0,,,"Cruelty Free,Sulfate Free,Paraben Free,Vegan",
USA-018976,9531131894,2015414,TRUE,Clean Beauty Hydrate Conditioner,John Paul Mitchell Systems,Hair Care,Clean At CosmoProf,,5650,"""Introducing Paul Mitchell''s Clean Beauty - clean, effective, good-for-you ingredients that are gentle on the hair, scalp and environment.  With organic botanical extracts and innovative bio-based plastic, Paul Mitchell Clean Beauty offers natural solutions that are good for salons, clients and the planet.  Hydrate Conditioner 92% natural origin. Enriched with olive and oat peptide, this intensely nourishing conditioner hydrates and restores parched hair for softer, shinier strands. UPC:009531131894""",USA-M-570364,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018976.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018976.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018976_s.png,,NONE,642,,1_Liter,,-Good for dry hair<br> -Bio-Based packaging 90% derived from Brazilian sugarcane<br> -Carbon-negative packaging 100% clean energy<br> -Vegan Ethically and sustainably harvested organic botanicals<br> -100% recyclable packaging -Minimize printed materials and exteneral packaging,,C,TRUE,JOHN PAUL MITCHELL SYSTEMS-JDA US,CNC-999,TRUE,TRUE,Clean Beauty Hydrate Conditioner - John Paul Mitchell Systems | CosmoProf,,,RETL,570,UNA/.0,,Conditioner,"Cruelty Free,Sulfate Free,Paraben Free,Vegan",
USA-018970,9531131887,2015410,TRUE,Clean Beauty Hydrate Conditioner,John Paul Mitchell Systems,Hair Care,Clean At CosmoProf,,2850,"""Introducing Paul Mitchell's Clean Beauty - clean, effective, good-for-you ingredients that are gentle on the hair, scalp and environment. With organic botanical extracts and innovative bio-based plastic, Paul Mitchell Clean Beauty offers natural solutions that are good for salons, clients and the planet.    Hydrate Conditioner 92% natural origin. Enriched with olive and oat peptide, this intensely nourishing conditioner hydrates and restores parched hair for softer, shinier strands. UPC:009531131887""",USA-M-570364,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018970.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018970.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/johnpaulmitchellsystems/018976_s.png,,NONE,642,,8.5_fl_oz,,-Good for dry hair<br> -Bio-Based packaging 90% derived from Brazilian sugarcane<br> -Carbon-negative packaging 100% clean energy<br> -Vegan Ethically and sustainably harvested organic botanicals<br> -100% recyclable packaging -Minimize printed materials and exteneral packaging,,C,TRUE,JOHN PAUL MITCHELL SYSTEMS-JDA US,CNC-250,TRUE,TRUE,Clean Beauty Hydrate Conditioner - John Paul Mitchell Systems | CosmoProf,,,RETL,570,UNA/.0,,Conditioner,"Cruelty Free,Sulfate Free,Paraben Free,Vegan",
USA-019790,6.16E+11,2016841,TRUE,Bed Head Manipulator Paste,TIGI,Hair Care,Hair Styling,Hair Wax & Pomade,1999,"""A funky gunk that rocks! Get whacked out hair - spike, twist dreads or go punky. More mainstream? Get body and texture. UPC:615908431575""",USA-M-783158,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/tigi/019790.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/tigi/019790.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/tigi/019797_s.png,,NONE,846,,2.01_oz,"<ol>  	<li>Work this fiber-forming cream through clean, damp or dry hair.</li>  	<li>The more you use, the more texture you get!</li>  	<li>On damp hair blow dry or let dry naturally</li>  </ol>","<ul>  	<li>Support factor: 3</li>  	<li>Texture factor: 5</li>  	<li>Separated &amp; textured with a matte finish</li>  	<li>Pliable, supportive &amp; long-lasting</li>  	<li>Good for any hair length or texture</li>  	<li>Separates &amp; smoothes fly-aways</li>  	<li>Water-soluble</li>  	<li>Thickens hair</li>  </ul>","Aqua/Water/Eau (Deoionized Water), Propylene Glycol, Ozokerite, PVP/VA Copolymer, Petrolatum, Oleth 20, Mineral Oil (Paraffinum Liquidum) (Mineral Oil), Oleth 3, Oleth 5, PEG 150 Pentaerythrityl Tetrastearate, PEG 6 Caprylic/Capric Glycerides, DEA Oleth 3 Phosphate, DEA Oleth 10 Phosphate, Perfume (Fragrance), PEG 45M, Diazolidinyl Urea, Methylparaben, Propylparaben, FD&C Blue 1 (CI 42090) (Blue 1), FD&C Yellow 5 Aluminum Lake (Yellow 5), FD&C Yellow 6 Aluminum Lake (Yellow 6)",D,TRUE,TIGI LINEA CORP DBA ELIDA BEAUTY - JDA U,140733,TRUE,TRUE,Bed Head Manipulator Paste - TIGI | CosmoProf,,,RETL,783,N/A/.0,,Hair Styling,,
USA-015693,8.53E+11,2013147,TRUE,Scrub Shampoo,Reuzel,Hair Care,Shampoo,,3095,"""Scrub Shampoo is perfect for maintaining a healthy scalp. This invigorating and exfoliating formula is perfect for the heavy product user and infrequent shampooer to remove excess product and buildup from hair. Our T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852578006119""",USA-M-048002,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015693.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015693.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015692_s.png,,NONE,1022,,33.8_fl_oz,"<ol>  	<li>Apply Scrub Shampoo to damp hair and massage into scalp.</li>  	<li>Rinse and follow with Reuzel&reg; Daily Shampoo.</li>  	<li>Use 1-2 times a week.</li>  	<li>Scrub Shampoo is step two of our Reuzel Degreasing Formula.</li>  </ol>","<ul>  	<li>Exfoliates</li>  	<li>Deeply cleanses.</li>  	<li>Removes product build up, excess oils and chlorine.</li>  	<li>DEEP CLEANSING.</li>  	<li>EXFOLIANT</li>  </ul>","Water (Aqua), Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Hydrated Silica, Coamidopropyl Betaine, Polylactic Acid, Hamamelis Virginiana (Witch Hazel) Extract, Urtica Dioica (Nettle) Leaf Extract, Equisetum Arvense (Horsetail Root) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Fragrance (Parfum), Acrylates Crosspolymer-4, Benzyl Alcohol, Dehydroacetic Acid, Citric Acid, Sodium Chloride, Sodium Hydroxide, Lilial, Benzyl Salicylate, Limonene, Hexyl Cinnamal, Methyl Ionone Gamma, Linalool, Coumarin, Citronellol, Yellow 5 (CI 19140), Green 3 (CI 42053)",B,TRUE,REUZEL INC-JDA US,REU022,TRUE,TRUE,Scrub Shampoo - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Scalp Care,
USA-015692,8.53E+11,2013146,TRUE,Scrub Shampoo,Reuzel,Hair Care,Shampoo,,1950,"""Scrub Shampoo is perfect for maintaining a healthy scalp. This invigorating and exfoliating formula is perfect for the heavy product user and infrequent shampooer to remove excess product and buildup from hair. Our T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852578006102""",USA-M-048002,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015692.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015692.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015692_s.png,,NONE,1022,,11.3_fl_oz,"<ol>  	<li>Apply Scrub Shampoo to damp hair and massage into scalp.</li>  	<li>Rinse and follow with Reuzel&reg; Daily Shampoo.</li>  	<li>Use 1-2 times a week.</li>  	<li>Scrub Shampoo is step two of our Reuzel Degreasing Formula.</li>  </ol>","<ul>  	<li>Exfoliates</li>  	<li>Deeply cleanses.</li>  	<li>Removes product build up, excess oils and chlorine.</li>  	<li>DEEP CLEANSING.</li>  	<li>EXFOLIANT</li>  </ul>","Water (Aqua), Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Hydrated Silica, Coamidopropyl Betaine, Polylactic Acid, Hamamelis Virginiana (Witch Hazel) Extract, Urtica Dioica (Nettle) Leaf Extract, Equisetum Arvense (Horsetail Root) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Fragrance (Parfum), Acrylates Crosspolymer-4, Benzyl Alcohol, Dehydroacetic Acid, Citric Acid, Sodium Chloride, Sodium Hydroxide, Lilial, Benzyl Salicylate, Limonene, Hexyl Cinnamal, Methyl Ionone Gamma, Linalool, Coumarin, Citronellol, Yellow 5 (CI 19140), Green 3 (CI 42053)",B,TRUE,REUZEL INC-JDA US,REU021,TRUE,TRUE,Scrub Shampoo - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Scalp Care,
USA-015694,8.53E+11,2013148,TRUE,Scrub Shampoo,Reuzel,Hair Care,Shampoo,,795,"""Scrub Shampoo is perfect for maintaining a healthy scalp. This invigorating and exfoliating formula is perfect for the heavy product user and infrequent shampooer to remove excess product and buildup from hair. Our T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852578006096""",USA-M-048002,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015694.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015694.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015692_s.png,,NONE,1022,,3.38_fl_oz,"<ol>  	<li>Apply Scrub Shampoo to damp hair and massage into scalp.</li>  	<li>Rinse and follow with Reuzel&reg; Daily Shampoo.</li>  	<li>Use 1-2 times a week.</li>  	<li>Scrub Shampoo is step two of our Reuzel Degreasing Formula.</li>  </ol>","<ul>  	<li>Exfoliates</li>  	<li>Deeply cleanses.</li>  	<li>Removes product build up, excess oils and chlorine.</li>  	<li>DEEP CLEANSING.</li>  	<li>EXFOLIANT</li>  </ul>","Water (Aqua), Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Hydrated Silica, Coamidopropyl Betaine, Polylactic Acid, Hamamelis Virginiana (Witch Hazel) Extract, Urtica Dioica (Nettle) Leaf Extract, Equisetum Arvense (Horsetail Root) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Fragrance (Parfum), Acrylates Crosspolymer-4, Benzyl Alcohol, Dehydroacetic Acid, Citric Acid, Sodium Chloride, Sodium Hydroxide, Lilial, Benzyl Salicylate, Limonene, Hexyl Cinnamal, Methyl Ionone Gamma, Linalool, Coumarin, Citronellol, Yellow 5 (CI 19140), Green 3 (CI 42053)",B,TRUE,REUZEL INC-JDA US,REU020,TRUE,TRUE,Scrub Shampoo - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Scalp Care,
USA-015703,8.53E+11,2013157,TRUE,Hair Tonic,Reuzel,Barber,Hair Styling,Styling Solutions,1995,"""Hair Tonic was modeled after a classic barber tonic, right down to its fragrance, and is an extremely versatile product. T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852578006041""",USA-M-048018,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015703.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015703.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015703_s.png,,NONE,1022,,11.83_fl_oz,"<ol>  	<li>Apply directly to dry hair or dilute in water and spray onto hair prior to haircut.</li>  	<li>Perfect companion for any Reuzel&reg; user as a second day application.</li>  </ol>","<ul>  	<li>Oil free formula won&rsquo;t weigh hair down.</li>  	<li>Breaks down existing product on dry hair prior to a cut.</li>  	<li>Can be used as a cutting lotion on wet hair.</li>  	<li>Nostalgic barbershop fragrance.</li>  	<li>LIGHT HOLD.</li>  	<li>NO SHINE.</li>  	<li>OIL FREE.</li>  </ul>","Water (Aqua), Alcohol Denat., Glycerin, Polysorbate-20, Fragrance (Parfum), Disodium EDTA, Hamamelis Virginiana (Witch Hazel) Extract, Urtica Dioica (Nettle) Leaf Extract, Equisetum Arvense (Horsetail Root) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Benzyl Alcohol, Dehydroacetic Acid, Limonene, Benzyl Salicylate, Coumarin, Methyl Ionone Gamma, Lilial, Blue 1 (CI 42090), Eugenol, Citral, Linalool",D,TRUE,REUZEL INC-JDA US,REU015,TRUE,TRUE,Hair Tonic - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Scalp Care,
USA-015691,8.50E+11,2013145,TRUE,Red Water Soluble Pomade,Reuzel,Hair Care,Hair Styling,Hair Wax & Pomade,1000,"""Red Water Soluble Pomade includes a unique combination of ingredients which allows pomade to easily wash from the hair, without leaving residue or build up. UPC:850064164251""",USA-M-048006,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015691.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015691.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015691_s.png,,NONE,1022,,1.3_oz,"<ol>  	<li>Remove one to two knuckles full from can and emulsify in palms.</li>  	<li>Apply to dry or slightly damp hair, starting in the crown and working toward front.</li>  	<li>Work scalp to ends and liberally coat hair.</li>  	<li>Use more Reuzel&reg; Red Pomade over any dry spots if necessary, and finish by combing hair into desired shape.</li>  </ol>","<ul>  	<li>No dry formula.</li>  	<li>Keeps high shine hold all day without flaking.</li>  	<li>Easy rinse out.</li>  	<li>Subtle vanilla cola fragrance.</li>  	<li>Medium Hold.</li>  	<li>High Shine.</li>  	<li>Water Soluble.</li>  </ul>","Water (Aqua), Ceteareth-25, PEG-7 Glyceryl Cocoate, Propylene Glycol, Polysorbate 20, PEG-7 Hydrogenated Castor Oil, Coumarin, Fragrance (Parfum), Hexyl Cinnamal, Limonene, Linalool, Benzyl Alcohol, Caprylyl Glycol, Phenoxyethanol, Sorbic Acid, Orange 4 CI 15510",D,TRUE,REUZEL INC-JDA US,REU204,TRUE,TRUE,Red Water Soluble Pomade - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Shining,
USA-015702,8.53E+11,2013156,TRUE,Hair Tonic,Reuzel,Barber,Hair Styling,Styling Solutions,2300,"""Hair Tonic was modeled after a classic barber tonic, right down to its fragrance, and is an extremely versatile product. T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852968008907""",USA-M-048018,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015702.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015702.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015703_s.png,,NONE,1022,,16.9_fl_oz,"<ol>  	<li>Apply directly to dry hair or dilute in water and spray onto hair prior to haircut.</li>  	<li>Perfect companion for any Reuzel&reg; user as a second day application.</li>  </ol>","<ul>  	<li>Oil free formula won&rsquo;t weigh hair down.</li>  	<li>Breaks down existing product on dry hair prior to a cut.</li>  	<li>Can be used as a cutting lotion on wet hair.</li>  	<li>Nostalgic barbershop fragrance.</li>  	<li>LIGHT HOLD.</li>  	<li>NO SHINE.</li>  	<li>OIL FREE.</li>  </ul>","Water (Aqua), Alcohol Denat., Glycerin, Polysorbate-20, Fragrance (Parfum), Disodium EDTA, Hamamelis Virginiana (Witch Hazel) Extract, Urtica Dioica (Nettle) Leaf Extract, Equisetum Arvense (Horsetail Root) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Benzyl Alcohol, Dehydroacetic Acid, Limonene, Benzyl Salicylate, Coumarin, Methyl Ionone Gamma, Lilial, Blue 1 (CI 42090), Eugenol, Citral, Linalool",D,TRUE,REUZEL INC-JDA US,REU057,TRUE,TRUE,Hair Tonic - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Scalp Care,
USA-015690,8.70E+11,2013144,TRUE,Red Water Soluble Pomade,Reuzel,Hair Care,Hair Styling,Hair Wax & Pomade,4300,"""Red Water Soluble Pomade includes a unique combination of ingredients which allows pomade to easily wash from the hair, without leaving residue or build up. UPC:869519000006""",USA-M-048006,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015690.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015690.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015691_s.png,,NONE,1022,,12_oz,"<ol>  	<li>Remove one to two knuckles full from can and emulsify in palms.</li>  	<li>Apply to dry or slightly damp hair, starting in the crown and working toward front.</li>  	<li>Work scalp to ends and liberally coat hair.</li>  	<li>Use more Reuzel&reg; Red Pomade over any dry spots if necessary, and finish by combing hair into desired shape.</li>  </ol>","<ul>  	<li>No dry formula.</li>  	<li>Keeps high shine hold all day without flaking.</li>  	<li>Easy rinse out.</li>  	<li>Subtle vanilla cola fragrance.</li>  	<li>Medium Hold.</li>  	<li>High Shine.</li>  	<li>Water Soluble.</li>  </ul>","Water (Aqua), Ceteareth-25, PEG-7 Glyceryl Cocoate, Propylene Glycol, Polysorbate 20, PEG-7 Hydrogenated Castor Oil, Coumarin, Fragrance (Parfum), Hexyl Cinnamal, Limonene, Linalool, Benzyl Alcohol, Caprylyl Glycol, Phenoxyethanol, Sorbic Acid, Orange 4 CI 15510",D,TRUE,REUZEL INC-JDA US,REU005,TRUE,TRUE,Red Water Soluble Pomade - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Shining,
USA-014006,7.39E+12,2009216,TRUE,Invisidry Shampoo,Maria Nila,Hair Care,Clean At CosmoProf,,3250,"""A light powder spray that quickly freshens up the hair and the scalp. The formula easily absorbs natural hair oils from the scalp and hair, which gives a newly washed look and feel to the hair. In comparison to the Maria Nila Dry Shampoo, the Invisidry gives a lighter hold and as the name reveals, it doesn't leave any trace of the product in the hair thanks to its innovative formula. Therefore, it works perfectly on both blonde and darker hair. UPC:7391681406032""",USA-M-606070,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/marianila/014006.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/marianila/014006.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/marianila/014008_s.png,https://www.youtube.com/watch?v=QkjxAtaoBl0,NONE,586,,8.5_fl_oz,"<ol>  	<li>Shake the bottle before application.</li>  	<li>Spray Invisidry on dry hair directly onto your roots, section by section.</li>  	<li>Finish off by brushing or massaging the product into the hair to get an evenly fresh result.</li>  </ol>","<ul>  	<li>100% Vegan &amp; Cruelty Free.</li>  	<li>Hold 1/5.</li>  	<li>The Invisidry has a unique fruity scent of passionfruit and apple.</li>  	<li>Sulphate and Paraben Free.</li>  </ul>","Butane, Isobutane, Alcohol Denat, Propane, Oryza Sativa (Rice) Starch, Crambe Abyssinica Seed Oil, Helianthus Annuus (Sunflower) Seed Extract, Butylene Glycol, Cetrimonium Chloride, Parfum/Fragrance.",B,TRUE,MARIA NILA INC - JDA US,383012,TRUE,TRUE,Invisidry Shampoo - Maria Nila | CosmoProf,,,RETL,606,N/A/.0,,Shampoo,"Cruelty Free,Sulfate Free,Paraben Free,Vegan",https://img.youtube.com/vi/QkjxAtaoBl0/hqdefault.jpg
USA-014008,7.39E+12,2009218,TRUE,Invisidry Shampoo,Maria Nila,Hair Care,Clean At CosmoProf,,2200,"""A light powder spray that quickly freshens up the hair and the scalp. The formula easily absorbs natural hair oils from the scalp and hair, which gives a newly washed look and feel to the hair. In comparison to the Maria Nila Dry Shampoo, the Invisidry gives a lighter hold and as the name reveals, it doesn't leave any trace of the product in the hair thanks to its innovative formula. Therefore, it works perfectly on both blonde and darker hair. UPC:7391681406049""",USA-M-606070,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/marianila/014008.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/marianila/014008.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/marianila/014008_s.png,https://www.youtube.com/watch?v=QkjxAtaoBl0,NONE,586,,3.4_fl_oz,"<ol>  	<li>Shake the bottle before application.</li>  	<li>Spray Invisidry on dry hair directly onto your roots, section by section.</li>  	<li>Finish off by brushing or massaging the product into the hair to get an evenly fresh result.</li>  </ol>","<ul>  	<li>100% Vegan &amp; Cruelty Free.</li>  	<li>Hold 1/5.</li>  	<li>The Invisidry has a unique fruity scent of passionfruit and apple.</li>  	<li>Sulphate and Paraben Free.</li>  </ul>","Butane, Isobutane, Alcohol Denat, Propane, Oryza Sativa (Rice) Starch, Crambe Abyssinica Seed Oil, Helianthus Annuus (Sunflower) Seed Extract, Butylene Glycol, Cetrimonium Chloride, Parfum/Fragrance.",B,TRUE,MARIA NILA INC - JDA US,383112,TRUE,TRUE,Invisidry Shampoo - Maria Nila | CosmoProf,,,RETL,606,N/A/.0,,Shampoo,"Cruelty Free,Sulfate Free,Paraben Free,Vegan",https://img.youtube.com/vi/QkjxAtaoBl0/hqdefault.jpg
