product-id,upc,JDASKUNumber,online-flag,display-name,brandcustom,product-category-1,product-category-2,product-category-3,MSRP,long-description,parent-id,product-image,product-alt-image,product-alt-swatch,videoLink,gepr,JDABrandID,color,size,directions,featuresAndBenefits,ingredients,merchandisingCategory,salonhq-available,manufacturer-name,manufacturer-sku,available-flag,searchable-flag,page-title,page-keywords,quantityLimit,taxGroup,vendorCode,voc,refinementColor,refinementType,refinementBenefit,videoImage
USA-843829,6.47E+11,1022315,TRUE,Style Sexy Hair Hard Up Hard Holding Gel,SexyHair,Hair Care,Hair Styling,"Styling Mousse, Gels, & Creams",3695,"""Work hard, play harder. Hard Up Hard Holding Gel works on all hair types for a maximum high hold finish and humidity resistance that lasts up to 48 hours. This flake-free formula tames frizz and flyaways while creating the appearance of thicker hair. Sculpt, mold or form hair into your desired style with a long-lasting shine finish. UPC:646630013012""",USA-M-842028,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhair/843829.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhair/843829.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhairconcepts/843821_s.png,,NONE,756,,16.9_oz,"<ol>  	<li>Apply to damp or dry hair and style as desired.</li>  	<li><strong>Pro Tip:</strong> Unlike most other firm hold gels, Hard Up will maintain a strong hold that won&rsquo;t breakdown throughout the day.</li>  </ol>","<ul>  	<li>Strong holding gel.</li>  	<li>Provides an all-day finish.</li>  	<li>Holds style.</li>  	<li>No flaking.</li>  	<li>Shine: 9</li>  	<li>Hold: 10</li>  </ul>","Bis-Diglyceryl Polyacryladipate-2, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de Carnauba, PVP, Lanolin Wax/Lanolin Cera/Cire de Lanoline, Glycerin, VP/VA Copolymer, Ceteareth-25, Ozokerite, Mineral Oil/Paraffinum.",D,TRUE,SEXY HAIR/HENKEL CORPORATION-JDA US,2608140,TRUE,TRUE,Style Sexy Hair Hard Up Hard Holding Gel - Sexy Hair Concepts | CosmoProf,,36,RETL,842,HSG/2.0,,Hair Styling,Shining,
USA-843828,6.47E+11,1022314,TRUE,Style Sexy Hair Hard Up Hard Holding Gel,SexyHair,Hair Care,Hair Styling,"Styling Mousse, Gels, & Creams",2195,"""Work hard, play harder. Hard Up Hard Holding Gel works on all hair types for a maximum high hold finish and humidity resistance that lasts up to 48 hours. This flake-free formula tames frizz and flyaways while creating the appearance of thicker hair. Sculpt, mold or form hair into your desired style with a long-lasting shine finish. UPC:646630012992""",USA-M-842028,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhair/843828.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhair/843828.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhairconcepts/843821_s.png,https://www.youtube.com/watch?v=ShOOwwptuwQ,NONE,756,,5.1_oz,"<ol>  	<li>Apply to damp or dry hair and style as desired.</li>  	<li><strong>Pro Tip:</strong> Unlike most other firm hold gels, Hard Up will maintain a strong hold that won&rsquo;t breakdown throughout the day.</li>  </ol>","<ul>  	<li>Strong holding gel.</li>  	<li>Provides an all-day finish.</li>  	<li>Holds style.</li>  	<li>No flaking.</li>  	<li>Shine: 9</li>  	<li>Hold: 10</li>  </ul>","Bis-Diglyceryl Polyacryladipate-2, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de Carnauba, PVP, Lanolin Wax/Lanolin Cera/Cire de Lanoline, Glycerin, VP/VA Copolymer, Ceteareth-25, Ozokerite, Mineral Oil/Paraffinum.",D,TRUE,SEXY HAIR/HENKEL CORPORATION-JDA US,2796285,TRUE,TRUE,Style Sexy Hair Hard Up Hard Holding Gel - Sexy Hair Concepts | CosmoProf,,36,RETL,842,HSG/2.0,,Hair Styling,Shining,https://img.youtube.com/vi/ShOOwwptuwQ/hqdefault.jpg
USA-015711,8.53E+11,2013165,TRUE,Blue Strong Hold Water Soluble Pomade,Reuzel,Hair Care,Hair Styling,Hair Wax & Pomade,4300,"""Blue Water Soluble Pomade includes a unique combination of ingredients which allows pomade to easily wash from the hair, without leaving residue or build up. UPC:852578006003""",USA-M-048011,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015711.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015711.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015712_s.png,,NONE,1022,,12_oz,"<ol>  	<li>Remove one to two knuckles full from can and emulsify in palms.</li>  	<li>Apply to dry or slightly damp hair, starting in the crown and working toward front.</li>  	<li>Work scalp to ends and liberally coat hair.</li>  	<li>Use more Reuzel&reg; Blue Pomade over any dry spots if necessary, and finish by combing hair into desired shape.</li>  </ol>","<ul>  	<li>Super concentrated formula.</li>  	<li>Works on any hair type, thickness or texture.</li>  	<li>Creates a polished look for any style.</li>  	<li>No dry formula keeps from flaking.</li>  	<li>Subtle warm vanilla wood fragrance.</li>  	<li>Strong Hold.</li>  	<li>High Shine.</li>  	<li>Water Soluble.</li>  </ul>","Water (Aqua, Eau), Ceteareth-25, Ceteareth-20, PEG-7 Glyceryl Cocoate, PEG-25 Hydrogenated Castor Oil, Polysorbate-20, Fragrance (Parfum), Phenoxyethanol, Caprylyl Glycol, AMP-Acrylates/Allyl Methacrylate Copolymer, Hexyl Cinnamal, Sorbic Acid, Lilial, Lyral, Linalool, Orange 4 (CI 15510)",D,TRUE,REUZEL INC-JDA US,REU012,TRUE,TRUE,Blue Strong Hold Water Soluble Pomade - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,"Frizz Control,Sculpting",
USA-015707,8.70E+11,2013161,TRUE,Pink Heavy Grease Pomade,Reuzel,Hair Care,Hair Styling,Hair Wax & Pomade,4300,"""Pink Pomade Grease, formulated with Beeswax, allows product to glide through the hair without clumping, while encouraging moisture retention. Pink Pomade Grease has a unique formula that provides excellent hold perfect for the thickest and curliest of hair. UPC:869519000044""",USA-M-048009,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015707.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015707.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015708_s.png,,NONE,1022,,12_oz,"<ol>  	<li>Remove one to two knuckles full from can and emulsify in palms.</li>  	<li>Apply to dry hair, starting in the crown and working toward front.</li>  	<li>Work scalp to ends and liberally coat hair.</li>  	<li>Use more Reuzel&reg; Pink Pomade over any dry spots if necessary, and finish by combing hair into desired shape.</li>  </ol>","<ul>  	<li>Great for pompadours, quiffs, and contours.</li>  	<li>Perfect for the thickest and curliest of hair.</li>  	<li>Controls cowlicks and growth patterns.</li>  	<li>Creates a look that will stay in place all day.</li>  	<li>Classic pomme fragrance with a hint of salsa.</li>  	<li>Strong Hold.</li>  	<li>Medium Shine.</li>  	<li>Oil Based.</li>  </ul>","Petrolatum, Cera Alba (Beeswax), Cera Microcristallina (Microcrystalline Wax), Hydrogenated Rosin, Bis-Diglyceryl Polyacyladipate-2, Fragrance (Parfum), Silica, BHT, Benzyl Benzoate, Lilial, Hexyl Cinnamal, Linalool, Citronellol, Amyl Cinnamal, Eugenol",D,TRUE,REUZEL INC-JDA US,REU009,TRUE,TRUE,Pink Heavy Grease Pomade - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,Medium_Hold,
USA-015708,8.70E+11,2013162,TRUE,Pink Heavy Grease Pomade,Reuzel,Hair Care,Hair Styling,Hair Wax & Pomade,1000,"""Pink Pomade Grease, formulated with Beeswax, allows product to glide through the hair without clumping, while encouraging moisture retention. Pink Pomade Grease has a unique formula that provides excellent hold perfect for the thickest and curliest of hair. UPC:869519000013""",USA-M-048009,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015708.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015708.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015708_s.png,,NONE,1022,,1.3_oz,"<ol>  	<li>Remove one to two knuckles full from can and emulsify in palms.</li>  	<li>Apply to dry hair, starting in the crown and working toward front.</li>  	<li>Work scalp to ends and liberally coat hair.</li>  	<li>Use more Reuzel&reg; Pink Pomade over any dry spots if necessary, and finish by combing hair into desired shape.</li>  </ol>","<ul>  	<li>Great for pompadours, quiffs, and contours.</li>  	<li>Perfect for the thickest and curliest of hair.</li>  	<li>Controls cowlicks and growth patterns.</li>  	<li>Creates a look that will stay in place all day.</li>  	<li>Classic pomme fragrance with a hint of salsa.</li>  	<li>Strong Hold.</li>  	<li>Medium Shine.</li>  	<li>Oil Based.</li>  </ul>","Petrolatum, Cera Alba (Beeswax), Cera Microcristallina (Microcrystalline Wax), Hydrogenated Rosin, Bis-Diglyceryl Polyacyladipate-2, Fragrance (Parfum), Silica, BHT, Benzyl Benzoate, Lilial, Hexyl Cinnamal, Linalool, Citronellol, Amyl Cinnamal, Eugenol",D,TRUE,REUZEL INC-JDA US,REU008,TRUE,TRUE,Pink Heavy Grease Pomade - Reuzel | CosmoProf,,,RETL,48,N/A/.0,,Mens Grooming,Smoothing,
USA-015699,8.53E+11,2013153,TRUE,Grooming Tonic,Reuzel,Hair Care,Hair Styling,Heat Protection Styling,1995,"""Grooming Tonic creates long lasting, natural feeling hold for all hair types. Perfect for blow-drying, and protects hair from all types of thermal styling. T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852578006058""",USA-M-048007,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015699.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015699.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015699_s.png,,NONE,1022,,11.83_fl_oz,"<ol>  	<li>Dispense Grooming Tonic into the palm of the hand, rub hands together, apply to damp hair, and blow dry.</li>  	<li>For more natural styling, use Grooming Tonic only and air-dry hair.</li>  </ol>","<ul>  	<li>Quintessential blow dry tonic.</li>  	<li>Ideal for volume, lift and texture.</li>  	<li>Will help you form the perfect pompadour.</li>  	<li>Subtle Apple Peppermint fragrance.</li>  	<li>LIGHT HOLD.</li>  	<li>LOW SHINE.</li>  	<li>WATER BASED.</li>  </ul>","Water (Aqua), PVP, Polysorbate 20, PEG-40 Hydrogenated Castor Oil, Argania Spinosa (Argan) Kernel Oil, Equisetum Arvense Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Panthenol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopheryl Acetate, Urtica Dioica (Nettle) Extract, Benzophenone-4, Disodium EDTA, Polyquaternium-11, Benzyl Benzoate, Fragrance (Parfum), Linalool, Benzyl Alcohol, Dehydroacetic Acid, Yellow 5 CI 19140, Yellow 6 CI 15985, Aminomethyl Propanol",D,TRUE,REUZEL INC-JDA US,REU016,TRUE,TRUE,Grooming Tonic - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,"Volumizing,Thermal Protection",
USA-015701,8.53E+11,2013155,TRUE,Grooming Tonic,Reuzel,Hair Care,Hair Styling,Heat Protection Styling,850,"""Grooming Tonic creates long lasting, natural feeling hold for all hair types. Perfect for blow-drying, and protects hair from all types of thermal styling. T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852578006973""",USA-M-048007,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015701.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015701.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015699_s.png,,NONE,1022,,3.38_fl_oz,"<ol>  	<li>Dispense Grooming Tonic into the palm of the hand, rub hands together, apply to damp hair, and blow dry.</li>  	<li>For more natural styling, use Grooming Tonic only and air-dry hair.</li>  </ol>","<ul>  	<li>Quintessential blow dry tonic.</li>  	<li>Ideal for volume, lift and texture.</li>  	<li>Will help you form the perfect pompadour.</li>  	<li>Subtle Apple Peppermint fragrance.</li>  	<li>LIGHT HOLD.</li>  	<li>LOW SHINE.</li>  	<li>WATER BASED.</li>  </ul>","Water (Aqua), PVP, Polysorbate 20, PEG-40 Hydrogenated Castor Oil, Argania Spinosa (Argan) Kernel Oil, Equisetum Arvense Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Panthenol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopheryl Acetate, Urtica Dioica (Nettle) Extract, Benzophenone-4, Disodium EDTA, Polyquaternium-11, Benzyl Benzoate, Fragrance (Parfum), Linalool, Benzyl Alcohol, Dehydroacetic Acid, Yellow 5 CI 19140, Yellow 6 CI 15985, Aminomethyl Propanol",D,TRUE,REUZEL INC-JDA US,REU035,TRUE,TRUE,Grooming Tonic - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,"Volumizing,Thermal Protection",
USA-015712,8.50E+11,2013166,TRUE,Blue Strong Hold Water Soluble Pomade,Reuzel,Hair Care,Hair Styling,Hair Wax & Pomade,1000,"""Blue Water Soluble Pomade includes a unique combination of ingredients which allows pomade to easily wash from the hair, without leaving residue or build up. UPC:850064164237""",USA-M-048011,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015712.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015712.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015712_s.png,,NONE,1022,,1.3_oz,"<ol>  	<li>Remove one to two knuckles full from can and emulsify in palms.</li>  	<li>Apply to dry or slightly damp hair, starting in the crown and working toward front.</li>  	<li>Work scalp to ends and liberally coat hair.</li>  	<li>Use more Reuzel&reg; Blue Pomade over any dry spots if necessary, and finish by combing hair into desired shape.</li>  </ol>","<ul>  	<li>Super concentrated formula.</li>  	<li>Works on any hair type, thickness or texture.</li>  	<li>Creates a polished look for any style.</li>  	<li>No dry formula keeps from flaking.</li>  	<li>Subtle warm vanilla wood fragrance.</li>  	<li>Strong Hold.</li>  	<li>High Shine.</li>  	<li>Water Soluble.</li>  </ul>","Water (Aqua, Eau), Ceteareth-25, Ceteareth-20, PEG-7 Glyceryl Cocoate, PEG-25 Hydrogenated Castor Oil, Polysorbate-20, Fragrance (Parfum), Phenoxyethanol, Caprylyl Glycol, AMP-Acrylates/Allyl Methacrylate Copolymer, Hexyl Cinnamal, Sorbic Acid, Lilial, Lyral, Linalool, Orange 4 (CI 15510)",D,TRUE,REUZEL INC-JDA US,REU210,TRUE,TRUE,Blue Strong Hold Water Soluble Pomade - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,"Frizz Control,Sculpting",
USA-015700,8.53E+11,2013154,TRUE,Grooming Tonic,Reuzel,Hair Care,Hair Styling,Heat Protection Styling,2300,"""Grooming Tonic creates long lasting, natural feeling hold for all hair types. Perfect for blow-drying, and protects hair from all types of thermal styling. T4 Tonic Blend of Witch Hazel, Nettle Leaf, Rosemary and Horsetail Root is ideal for all hair types and frequent use. UPC:852968008891""",USA-M-048007,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015700.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015700.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/015699_s.png,,NONE,1022,,16.9_fl_oz,"<ol>  	<li>Dispense Grooming Tonic into the palm of the hand, rub hands together, apply to damp hair, and blow dry.</li>  	<li>For more natural styling, use Grooming Tonic only and air-dry hair.</li>  </ol>","<ul>  	<li>Quintessential blow dry tonic.</li>  	<li>Ideal for volume, lift and texture.</li>  	<li>Will help you form the perfect pompadour.</li>  	<li>Subtle Apple Peppermint fragrance.</li>  	<li>LIGHT HOLD.</li>  	<li>LOW SHINE.</li>  	<li>WATER BASED.</li>  </ul>","Water (Aqua), PVP, Polysorbate 20, PEG-40 Hydrogenated Castor Oil, Argania Spinosa (Argan) Kernel Oil, Equisetum Arvense Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Panthenol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopheryl Acetate, Urtica Dioica (Nettle) Extract, Benzophenone-4, Disodium EDTA, Polyquaternium-11, Benzyl Benzoate, Fragrance (Parfum), Linalool, Benzyl Alcohol, Dehydroacetic Acid, Yellow 5 CI 19140, Yellow 6 CI 15985, Aminomethyl Propanol",D,TRUE,REUZEL INC-JDA US,REU056,TRUE,TRUE,Grooming Tonic - Reuzel | CosmoProf,,,RETL,48,UNA/.0,,Mens Grooming,"Volumizing,Thermal Protection,Texturizing",
USA-845829,6.47E+11,1022724,TRUE,Healthy Sexy Hair Moisturizing Conditioner for Normal/Dry Hair,SexyHair,Hair Care,Conditioner,,2095,"""Give hair all the healthy-looking vibes with Healthy SexyHair Moisturizing Shampoo & Conditioner. Made with mimosa flower extract, this moisturizing tandem works wonders on your hair by improving manageability & detangling and adding moisture, slip and shine. The Moisturizing Shampoo gently cleanses, while leaving hair feeling light, airy & full of shine and reduces breakage when used in combination with Moisturizing Conditioner. Both formulas are formulated for all hair types (but best for normal to dry hair) and without SLS/SLES sulfates*.  *Sodium Lauryl Sulfates/Sodium Laureth Sulfates UPC:646630017171""",USA-M-842062,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhair/845829.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhair/845829.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sexyhairconcepts/845828_s.png,https://www.youtube.com/watch?v=JbPGOXC1q4Q,NONE,756,,10.1_fl_oz,"<ol>  	<li>Apply evenly on cleansed hair and rinse.</li>  	<li>Use in combination with the Moisturizing Shampoo for better results.</li>  	<li><strong>Pro Tip:</strong> The perfectly balanced conditioner to provide moisture while still remaining lightweight.</li>  </ol>","<ul>  	<li>Helps provide moisture and shine to Normal/Dry Hair.</li>  	<li>Enhanced with Mimosa Flower Extract &amp; Moonstones.</li>  	<li>SLS &amp; SLES Sulfate&nbsp;Free.</li>  	<li>pH: 4.00-5.00</li>  	<li>Detangles</li>  </ul>","Water (Aqua, Eau), Behentrimonium Chloride, Glycerin, Stearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Isopropyl Alcohol, Dimethicone, Polyquaternium-37, Lactic Acid, Propylene Glycol Dicaprylate/Dicaprate, Polyglyceryl-3 Caprate, Silicone Quaternium-22, Dicetyldimonium Chloride, Hydroxyethylcellulose, Sodium PCA, Propylene Glycol, Quaternium-80, Butyrospermum Parkii (Shea) Butter, Trimethylsiloxyamodimethicone, Panthenol, PPG-1 Trideceth-6, C11-15 Pareth-7, Disodium EDTA, Dipropylene Glycol, C12-16 Pareth-9, Trideceth-12, Magnesium Nitrate, Cocamidopropyl Betaine, Argania Spinosa Kernel Oil, Glycine Soja (Soybean) Oil, Theobroma Cacao (Cocoa) Seed Butter, Palmitamidopropyltrimonium Chloride, Hydrolyzed Soy Protein, Magnesium Chloride, Trisodium HEDTA, Acacia Dealbata Flower Extract, Citric Acid, Moonstone Extract, Fragrance (Parfum), Methylchloroisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Sodium Benzoate, Glyoxal, Sodium Nitrate, Limonene.",C,TRUE,SEXY HAIR/HENKEL CORPORATION-JDA US,2607401,TRUE,TRUE,Healthy Sexy Hair Moisturizing Conditioner for Normal/Dry Hair - Sexy Hair Concepts | CosmoProf,,36,RETL,842,UNA/.1,,Conditioner,Moisturizing,https://img.youtube.com/vi/JbPGOXC1q4Q/hqdefault.jpg
